id	nl	mr	repair_head_smatch	repair_mid_smatch	repair_tail_smatch	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl	repair_head_sbn	repair_mid_sbn	repair_tail_sbn	repair_interrug_sbn
p50/d2237	The cyclists are wearing cyclist shorts made of spandex. 	person.n.01 Role +1 cyclist.n.01 time.n.08 EQU now wear.v.01 Agent -3 Time -1 Theme +2 cyclist.n.01 shorts.n.01 User -1 make.v.06 Product -1 Material +1 spandex.n.01					The runners, the cyclists are wearing cyclist shorts made of spandex.	The cyclists are wearing swim trunks, cyclist shorts made of spandex.	The cyclists are wearing cyclist skirts, shorts made of spandex.	The cyclists are wearing swim trunks, I mean, cyclist shorts made of spandex.	person.n.01 Role +1 runner.n.02 person.n.01 Role +1 cyclist.n.01 time.n.08 EQU now time.n.08 EQU now wear.v.01 Agent -5 Time -2 Theme +2 wear.v.01 Agent -6 Time -2 Theme +2 cyclist.n.01 shorts.n.01 User -1 make.v.06 Product -1 Material +1 spandex.n.01	person.n.01 Role +1 cyclist.n.01 time.n.08 EQU now wear.v.01 Agent -3 Time -1 Theme +2 swim.v.01 Theme +1 trunk.n.04 CONTINUATION <1 cyclist.n.01 shorts.n.01 User -1 make.v.06 Product -1 Material +1 spandex.n.01	person.n.01 Role +1 cyclist.n.01 time.n.08 EQU now wear.v.01 Agent -3 Time -1 Theme +2 cyclist.n.01 skirt.n.01 User -1 CONTINUATION <1 shorts.n.01 User +1 make.v.06 Product -2 Material +1 spandex.n.01	person.n.01 Role +1 cyclist.n.01 time.n.08 EQU now wear.v.01 Agent -3 Time -1 Theme +2 swim.n.01 trunk.n.04 Theme -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 cyclist.n.01 shorts.n.0
p88/d1482	I tried to call him up, but the line was busy. 	person.n.01 EQU speaker try.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now call_up.v.02 Agent -3 Theme +1 male.n.02 CONTRAST <1 line.n.09 time.n.08 TPR now busy.a.05 AttributeOf -2 Time -1					I forgot to, tried to call him up, but the line was busy.	I tried to email him, call him up, but the line was busy.	I tried to call him up, but the line was free, busy.	I tried to email him, I mean, call him up, but the line was busy.	person.n.01 EQU speaker forget_to.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now try.v.01 Agent -3 Theme +1 call_up.v.03 Agent -4 Theme +1 male.n.02 CONTRAST <1 line.n.18 time.n.08 TPR now busy.a.05 AttributeOf -2 Time -1	person.n.01 EQU speaker try.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now email.v.03 Agent -3 Theme +1 male.n.02 call_up.v.03 Agent -5 Theme +1 male.n.02 ANA -2 CONTRAST <1 line.n.09 time.n.08 TPR now busy.a.05 AttributeOf -2 Time -1	person.n.01 EQU speaker try.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now call_up.v.03 Agent -3 Theme +1 male.n.02 CONTRAST <1 line.n.09 time.n.08 TPR now time.n.08 TPR now free.a.01 AttributeOf -3 Time -2 busy.a.05 AttributeOf -4 Time -2	person.n.01 EQU speaker try.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now email.v.01 Agent -3 Theme +1 male.n.02 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 time.n.08 EQU now call_up.v.02 Agent -3 Theme +1 male.n.02 ANA -5 CONTRAS
p43/d2051	He who has the money, also has the power. 	NEGATION <1 person.n.01 EQU +1 entity.n.01 have.v.01 Pivot -1 Theme +1 money.n.01 NEGATION <1 have.v.01 Pivot -3 Theme +1 power.n.01					She, he who has the money, also has the power.	He who has the gold, the money, also has the power.	He who has the money, also has the time, the power.	He who has the gold, I mean, the money, also has the power.	female.n.02 EQU +1 male.n.02 entity.n.01 EQU -1 have.v.01 Pivot -1 Theme +1 money.n.01 have.v.01 Pivot -4 Theme +1 power.n.01	CONDITION <1 person.n.01 EQU +1 entity.n.01 have.v.01 Pivot -1 Theme +2 have.v.01 Pivot -2 Theme +2 gold.n.02 money.n.01 CONSEQUENCE <1 have.v.01 Pivot -5 Theme +1 power.n.01	CONDITION <1 person.n.01 EQU +1 entity.n.01 have.v.01 Pivot -1 Theme +1 money.n.01 CONSEQUENCE <1 have.v.01 Pivot -4 Theme +2 have.v.01 Pivot -3 Theme +2 time.n.08 EQU now time.n.08 EQU now power.n.01	CONDITION <1 person.n.01 EQU +1 entity.n.01 have.v.01 Pivot -1 Theme +1 gold.n.02 CONSEQUENCE <1 person.n.01 EQU speaker mean.v.04 Agent -1 Time +1 Theme +2 time.n.08 EQU now money.n.01
p60/d0799	I assure you that an error like this will never happen again. 	person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 error.n.01 APX +1 entity.n.01 NEGATION <1 time.n.08 TSU now happen.v.02 Theme -3 Time -1					I hope, I assure you that an error like this will never happen again.	I assure you that a mistake, an error like this will never happen again.	I assure you that an error like this will never occur, happen again.	I assure you that a mistake, I mean, an error like this will never happen again.	person.n.01 EQU speaker hope.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 error.n.01 like.a.	person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 mistake.n.01 CONTINUATION <3 error.n.01 Instance +1 entity.n.01 NEGATION <1 time.n.08 TSU now happen.v.01 Theme -3 T	person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 error.n.01 Instance +1 error.n.01 this.n.01 NEGATION <1 time.n.08 TSU now occur.v.01 Theme -3 Time -1	person.n.01 EQU speaker assure.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 EQU now person.n.01 EQU hearer CONTINUATION <0 mistake.n.01 person.n.01 EQU speaker mean.v.02 Proposition <2 Agent -1 Time +1 Recipient +2 time.n.08 EQU now error.
p22/d3420	My uncle has lived in Paris for ten years. 	"person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 Duration +4 time.n.08 TPR now city.n.01 Name \\\""Paris\\\"" quantity.n.01 EQU 10 year.n.01 Quantity -1"					My cousin, my uncle has lived in Paris for ten years.	My uncle has lived in London, Paris for ten years.	My uncle has lived in Paris for eleven years, ten years.	My uncle has lived in London, I mean, Paris for ten years.	"person.n.01 EQU speaker person.n.01 Role +1 EQU +2 cousin.n.01 Of -2 person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 live.v.01 Theme -5 Time +1 Location +2 Duration +4 time.n.08 TPR now city.n.01 Name ""Paris"" quantity.n.01 EQU 10 year.n.01 Qu"	"person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 Duration +4 time.n.08 TPR now city.n.01 Name ""London"" city.n.01 Name ""Paris"" quantity.n.01 EQU 10 year.n.01 Quantity -1"	"person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 Duration +5 time.n.08 TPR now city.n.01 Name ""Paris"" quantity.n.01 EQU 11 year.n.01 Quantity -1 quantity.n.01 EQU 10 year.n.01 Quantity -1"	"person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 live.v.01 Theme -2 Time +1 Location +2 Duration +5 time.n.08 TPR now city.n.01 Name ""London"" person.n.01 EQU speaker mean.v.03 Theme -1 Time +1 Location +2 Duration +4 time.n.08 EQU now city.n.0"
p07/d1400	Is it true that you are in love with me? 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU hearer time.n.08 EQU now in_love.a.01 Experiencer -2 Time -1 Stimulus +1 person.n.01 EQU speaker					Is it funny, true that you are in love with me? 	Is it true that I am, you are in love with me?	Is it true that you are in love with her, me?	Is it true that I am, I mean, you are in love with me?	time.n.08 EQU now entity.n.01 funny.a.01 Time -2 AttributeOf -1 true.a.01 Proposition >1 EQU -3 CONTINUATION <0 person.n.01 EQU hearer time.n.08 EQU now in_love.a.01 Experiencer -2 Time -1 Stimulus +1 person.n.01 EQU speaker	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU speaker be.v.01 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <3 person.n.01 EQU hearer time.n.08 EQU now in_love.a.01 Experiencer -2 Time -1 Stimulus +1 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU hearer time.n.08 EQU now in_love.a.01 Experiencer -2 Time -1 Stimulus +2 female.n.02 person.n.01 EQU speaker	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU speaker be.v.01 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <3 person.n.01 EQU speaker mean.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now
p20/d0798	This box is not as big as that one. 	box.n.01 NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 big.a.01 AttributeOf -3 Time -2 Degree -1 box.n.01					This sac, this box is not as big as that one.	This box is not as small, as big as that one.	This box is not as big as that one, this one.	This box is not as small, I mean, as big as that one.	sac.n.01 box.n.01 NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 big.a.01 AttributeOf -3 Time -2 Degree -1 box.n.01	box.n.01 NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +3 small.a.01 AttributeOf -3 Time -2 Degree -1 as.r.01 Theme -4 Co-Theme +1 box.n.01	box.n.01 NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 big.a.01 AttributeOf -3 Time -2 Degree -1 box.n.01 ContentOf +1 entity.n.01	box.n.01 NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 small.a.01 AttributeOf -3 Time -2 Degree -1 box.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Topic +3 time.n.08 EQU now as.r.01 Theme -3 Co-Theme +2 big.a.01 At
p71/d2278	She lives near the beach, but she can't swim. 	female.n.02 live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 beach.n.01 CONTRAST <1 female.n.02 ANA -5 NEGATION <1 POSSIBILITY <1 swim.v.01 Theme -1					He, she lives near the beach, but she can't swim. 	She lives near the park, the beach, but she can't swim.	She lives near the beach, but she can't run, swim.	She lives near the park, I mean, the beach, but she can't swim.	male.n.02 entity.n.01 Sub -1 Sub +1 female.n.02 live.v.01 Theme -2 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 beach.n.01 CONTRAST <1 female.n.02 ANA -5 NEGATION <1 POSSIBILITY <1 swim.v.01 Theme -1	female.n.02 live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 park.n.02 CONTRAST <1 female.n.02 ANA -5 NEGATION <1 POSSIBILITY <1 swim.v.01 Theme -1	female.n.02 live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 beach.n.01 CONTRAST <1 female.n.02 ANA -5 NEGATION <1 POSSIBILITY <1 run.v.01 Theme -1 swim.v.01 Theme -2	female.n.02 live.v.01 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 APX +1 park.n.02 CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Theme -1 Time +1 Location +2 time.n.08 EQU now beach.n.01 CONTRAST <3 female.n.02 ANA -8 NEGATION <1 POSSIB
p45/d1381	"What is the name of the heroine in \\\""Gone with the Wind\\\""? "	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 heroine.n.01 Context +1 book.n.01 Name \\\""Gone with the Wind\\\"""					"Who, what is the name of the heroine in \\\""Gone with the Wind\\\""? "	"What is the name of the hero, the heroine in \\\""Gone with the Wind\\\""? "	"What is the name of the heroine in \\\""The Bluest Eye\"", in \\\""Gone with the Wind\\\""?"	"What is the name of the hero, I mean, the heroine in \\\""Gone with the Wind\\\""?"	"entity.n.01 EQU ? entity.n.01 EQU -1 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 heroine.n.01 Context +1 book.n.01 Name ""Gone with the Wind"""	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 hero.n.01 EQU +1 person.n.01 Role +1 heroine.n.01 Context +1 book.n.01 Name ""Gone with the Wind"""	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 Context +5 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 heroine.n.01 Context +1 artifact.n.01 Name ""The Bluest Eye"" artifact.n.01 Name ""Gone with the Wind"""	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 person.n.01 Role +1 hero.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Theme +1 Context +3 person.n.01 Role +1 heroine.n.01 book.n.01 Name ""Go"
p48/d3227	Tom doesn't approve of the way Mary's been behaving. 	"male.n.02 Name \\\""Tom\\\"" NEGATION <1 time.n.08 EQU now approve.v.02 Agent -2 Time -1 Theme +1 way.n.01 Proposition >1 CONTINUATION <0 female.n.02 Name \\\""Mary\\\"" time.n.08 TPR now behave.v.01 Theme -2 Time -1"					Jerry, Tom doesn't approve of the way Mary's been behaving.	Tom doesn't approve of the way Sarah, Mary's been behaving.	Tom doesn't approve of the way Mary's been acting, behaving.	Tom doesn't approve of the way Sarah, I mean, Mary's been behaving.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now approve.v.01 Agent -3 Time -1 Theme +1 way.n.01 Proposition >1 CONTINUATION <0 female.n.02 Name ""Mary"" time.n.08 TPR now behave.v.01 Patient -2 Time -1"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now approve.v.01 Agent -2 Time -1 Theme +1 way.n.01 Proposition >1 CONTINUATION <0 female.n.02 Name ""Sarah"" entity.n.01 Sub -1 Sub +1 female.n.02 Name ""Mary"" time.n.08 TPR now behave.v.01 Agent -3 Time -1"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now approve.v.01 Agent -2 Time -1 Theme +1 way.n.01 Proposition >1 CONTINUATION <0 female.n.02 Name ""Mary"" time.n.08 TPR now act.v.02 Agent -2 Time -1"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now approve.v.01 Agent -2 Time -1 Theme +1 way.n.01 Proposition >1 CONTINUATION <0 female.n.02 Name ""Sarah"" person.n.01 EQU speaker mean.v.02 Proposition >1 Agent -2 Time +1 time.n.08 EQU now CONTINUATION <0 f"
p74/d3377	"Goethe's poem \\\""Mignon\\\"" is widely read in Japan in Mori Ogai's excellent translation. "	"male.n.02 Name \\\""Goethe\\\"" poem.n.01 Creator -1 EQU +1 poem.n.01 Name \\\""Mignon\\\"" time.n.08 EQU now widely.r.01 read.v.01 Theme -4 Time -2 Manner -1 Context +1 Time +4 country.n.02 Name \\\""Japan\\\"" male.n.02 Name \\\""Mori Ogai\\\"" excellent.a.01 AttributeOf +1 translation.n.01 Creator -2"					"Dante Alighieri's, Goethe's poem \\\""Mignon\\\"" is widely read in Japan in Mori Ogai's excellent translation. "	"Goethe's poem \\\""Mignon\\\"" is widely read in Korea, in Japan in Mori Ogai's excellent translation. "	"Goethe's poem \\\""Mignon\\\"" is widely read in Japan in Mori Ogai's excellent elaboration, translation. "	"Goethe's poem \\\""Mignon\\\"" is widely read in Korea, I mean, in Japan in Mori Ogai's excellent translation."	"male.n.02 Name ""Dante Alighieri"" poem.n.01 Creator -1 EQU +1 poem.n.01 Name ""Mignon"" time.n.08 EQU now time.n.08 EQU now widely.r.01 read.v.01 Theme -4 Time -2 Manner -1 Context +1 Time +4 country.n.02 Name ""Japan"" male.n.02 Name ""Mori Ogai"" excellent.a.01"	"male.n.02 Name ""Goethe"" poem.n.01 Creator -1 EQU +1 poem.n.01 Name ""Mignon"" time.n.08 EQU now widely.r.01 read.v.01 Theme -4 Time -2 Manner -1 Context +1 Time +3 country.n.02 Name ""Korea"" country.n.02 Name ""Japan"" male.n.02 Name ""Mori Ogai"" excellent.a.01 At"	"male.n.02 Name ""Goethe"" poem.n.01 Creator -1 EQU +1 poem.n.01 Name ""Mignon"" time.n.08 EQU now widely.r.01 read.v.01 Theme -4 Time -2 Manner -1 Context +1 Time +4 country.n.02 Name ""Japan"" male.n.02 Name ""Mori Ogai"" excellent.a.01 AttributeOf +1 elaboration.n."	"male.n.02 Name ""Goethe"" poem.n.01 Creator -1 EQU +1 poem.n.01 Name ""Mignon"" time.n.08 EQU now widely.r.01 read.v.01 Theme -4 Time -2 Manner -1 Context +1 country.n.02 Name ""Korea"" CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Theme -1 Time +1 Location +2"
p25/d1719	The dowser used a dowsing rod to search for water. 	person.n.01 Role +1 dowser.n.01 use.v.01 Agent -2 Time +1 Theme +2 Goal +3 time.n.08 TPR now dowsing_rod.n.01 search.v.01 Agent -5 Theme +1 water.n.06					The diviner, the dowser used a dowsing rod to search for water.	The dowser used a metal rod, a dowsing rod to search for water.	The dowser used a dowsing rod to search for oil, water.	The dowser used a metal rod, I mean, a dowsing rod to search for water.	person.n.01 Role +1 diviner.n.01 EQU +2 person.n.01 Role +1 dowser.n.01 use.v.01 Agent -4 Time +2 Theme +4 Goal +6 use.v.01 Agent -4 Time +2 Theme +4 Goal +6 time.n.08 TPR now time.n.08 TPR now dowsing_rod.n.01 dowser.n.01 use.v.01 Agent -8 Time +2 Theme +	person.n.01 Role +1 dowser.n.01 use.v.01 Agent -2 Time +1 Theme +3 Goal +5 time.n.08 TPR now metal.a.01 AttributeOf +1 rod.n.01 dowsing_rod.n.01 search.v.01 Agent -7 Theme +1 water.n.06	person.n.01 Role +1 dowser.n.01 use.v.01 Agent -2 Time +1 Theme +2 Goal +3 time.n.08 TPR now dowsing_rod.n.01 search.v.01 Agent -5 Theme +2 oil.n.01 entity.n.01 Sub -1 Sub +1 water.n.06	person.n.01 Role +1 dowser.n.01 use.v.01 Agent -2 Time +1 Theme +3 Goal +5 time.n.08 TPR now metal.a.01 AttributeOf +1 rod.n.01 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 Goal +3 time.n.08 TPR now dowsing_rod.n.01 search.v.01 Agent -9 Th
p83/d2645	Tom crawled into bed and pulled the covers over himself. 	"male.n.02 Name \\\""Tom\\\"" crawl.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now bed.n.01 pull.v.01 Agent -4 Time +1 Theme +2 Destination +3 time.n.08 TPR now cover.n.02 male.n.02 ANA -7"					Tim, Tom crawled into bed and pulled the covers over himself.	Tom crawled into the closet, into bed and pulled the covers over himself.	Tom crawled into bed and pulled the blanket, the covers over himself.	Tom crawled into the closet, I mean, into bed and pulled the covers over himself.	"male.n.02 Name ""Tim"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" crawl.v.01 Theme -2 Time +1 Destination +2 time.n.08 TPR now bed.n.01 pull.v.01 Agent -5 Time +1 Theme +2 Theme +3 time.n.08 TPR now cover.n.01 male.n.02 ANA -7"	"male.n.02 Name ""Tom"" crawl.v.01 Theme -1 Time +1 Destination +2 Destination +3 time.n.08 TPR now closet.n.01 bed.n.01 pull.v.01 Agent -5 Time +1 Theme +2 Theme +3 time.n.08 TPR now cover.n.01 male.n.02 ANA -8"	"male.n.02 Name ""Tom"" crawl.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now bed.n.01 pull.v.01 Agent -4 Time +1 Theme +2 Destination +3 time.n.08 TPR now blanket.n.01 cover.n.01 male.n.02 ANA -8"	"male.n.02 Name ""Tom"" crawl.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now closet.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.03 Agent -1 Time +1 Theme +2 time.n.08 TPR now bed.n.01 pull.v.01 Agent -7 Time +1 Theme +2 Theme +3 time.n.08 TPR "
p36/d2203	Roger Miller was born on January 2, 1936 in the western city of Fort Worth, Texas. 	"male.n.02 Name \\\""Roger Miller\\\"" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 Location +5 time.n.08 MonthOfYear 1 time.n.08 DayOfMonth 2 EQU -1 EQU +1 time.n.08 YearOfCentury 1936 western.a.01 AttributeOf +1 city.n.01 EQU +1 PartOf +2 city.n.01 Name \\\""Fort Worth\\\"" state.n.01 Name \\\""Texas\\\"""					Roger Whelchel, Roger Miller was born on January 2, 1936 in the western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the southern, western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the eastern city, the western city of Fort Worth, Texas.	Roger Miller was born on January 2, 1936 in the southern, I mean, western city of Fort Worth, Texas.	"male.n.02 Name ""Roger Whelchel"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Roger Miller"" time.n.08 TPR now bear.v.02 Patient -3 Time -1 Time +1 Location +4 time.n.08 MonthOfYear 1 EQU +1 time.n.08 DayOfMonth 2 EQU +1 time.n.08 YearOfCentury 1936 western.a."	"male.n.02 Name ""Roger Miller"" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 Location +4 time.n.08 MonthOfYear 1 EQU +1 time.n.08 DayOfMonth 2 EQU +1 time.n.08 YearOfCentury 1936 southern.a.01 AttributeOf +2 western.a.01 AttributeOf +1 city.n.01 "	"male.n.02 Name ""Roger Miller"" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 Location +4 time.n.08 MonthOfYear 1 EQU +1 time.n.08 DayOfMonth 2 EQU +1 time.n.08 YearOfCentury 1936 eastern.a.01 AttributeOf +1 city.n.01 EQU +2 western.a.01 AttributeOf"	"male.n.02 Name ""Roger Miller"" time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +2 Context +4 time.n.08 MonthOfYear 1 EQU +1 time.n.08 DayOfMonth 2 EQU +1 time.n.08 YearOfCentury 1936 southern.a.01 AttributeOf +1 entity.n.01 CONTINUATION <1 person.n.01 E"
p81/d1154	We will defend the city also, but we won't support the Bolsheviki. 	"person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 city.n.01 CONTRAST <1 person.n.01 Sub speaker NEGATION <1 time.n.08 TSU now support.v.03 Agent -2 Time -1 Theme +1 party.n.01 Name \\\""Bolsheviki\\\"""					The ememy, we will defend the city also, but we won't support the Bolsheviki.	We will defend the countryside, the city also, but we won't support the Bolsheviki.	We will defend the city also, but we won't support the anarchists, the Bolsheviki.	We will defend the countryside, I mean, the city also, but we won't support the Bolsheviki.	person.n.01 Role +1 ememy.n.01 person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -4 Time -1 Theme +1 city.n.01 CONTRAST <1 person.n.01 Sub speaker NEGATION <1 time.n.08 TSU now support.v.01 Agent -2 Time -1 Theme +1 person.n.01 Source +1 country	person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 countryside.n.01 CONTINUATION <1 city.n.01 NEGATION <1 time.n.08 TSU now support.v.03 Agent -6 Time -1 Theme +1 person.n.01 Source +1 countryside.n.01	person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 city.n.01 CONTRAST <1 person.n.01 Sub speaker NEGATION <1 time.n.08 TSU now support.v.01 Agent -2 Time -1 Theme +1 person.n.01 Role +1 anarchist.n.01 EQU +1 person.n.01 Sourc	person.n.01 Sub speaker time.n.08 TSU now defend.v.03 Agent -2 Time -1 Theme +1 countryside.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now city.n.01 CONTRAST <3 person.n.01 Sub speaker NEGATION <1 time.n.
