id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl
p00/d0780	The astronauts went up to the moon in a rocket. 	person.n.01 Role +1 astronaut.n.01 go_up.v.07 Theme -2 Time +1 Destination +2 Instrument +3 time.n.08 TPR now moon.n.01 rocket.n.01									The cosmonauts, the astronauts went up to the moon in a rocket.	The astronauts went up to the space station, the moon in a rocket.	The astronauts went up to the moon in a submarine, a rocket.
p11/d2575	Filiberto is a man who is more than forty years old. 	male.n.02 Name \"Filiberto\" be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now man.n.01 time.n.08 EQU now quantity.n.01 MOR +1 quantity.n.01 EQU 40 year.n.01 Quantity -2 old.a.01 AttributeOf -5 Time -4 Value -1									Enrico, Filiberto is a man who is more than forty years old.	Filiberto is a woman, a man who is more than forty years old.	Filiberto is a man who is more than thirty years old, forty years old.
p70/d1191	The company and its marketing department are based in Bombay. 	company.n.01 entity.n.01 Sub -1 Sub +3 entity.n.01 ANA -2 marketing.n.02 department.n.01 PartOf -2 Theme -1 time.n.08 EQU now based.a.02 Theme -5 Time -1 Location +1 city.n.01 Name \"Bombay\"									The agency, the company and its marketing department are based in Bombay.	The company and its finance department, marketing department are based in Bombay.	The company and its marketing department are based in London, Bombay.
p30/d3026	It took me five hours to make this kennel. 	time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5 hour.n.01 Quantity -1 make.v.06 Time -4 Agent -3 Duration -1 Product +1 kennel.n.01									It took my family, me five hours to make this kennel.	It took me three, five hours to make this kennel.	It took me five hours to make this kennel, that run.
p01/d3278	Liu Bei and Zhuge Liang are an unbeatable team. 	male.n.02 Name \"Liu Bei\" entity.n.01 Sub -1 Sub +1 male.n.02 Name \"Zhuge Liang\" be.v.01 Theme -2 Time +1 Co-Theme +3 time.n.08 EQU now unbeatable.a.01 AttributeOf +1 team.n.01									Lin Daiyu, Liu Bei and Zhuge Liang are an unbeatable team.	Liu Bei and Sun Ce, Zhuge Liang are an unbeatable team.	Liu Bei and Zhuge Liang are an unbeatable pair, team.
p76/d1706	A young girl is chased by an old man. 	young.a.01 Value + girl.n.01 Attribute -1 time.n.08 EQU now chase.v.02 Theme -2 Time -1 Agent +2 old.a.01 Value + man.n.01 Attribute -1									A young boy, a young girl is chased by an old man.	A young girl is chased by a child, an old man.	A young girl is chased by a young man, an old man.
p98/d3222	All of a sudden, I saw a hare running across the field. 	all_of_a_sudden.r.02 person.n.01 EQU speaker see.v.01 Manner -2 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now hare.n.01 run.v.01 Theme -1 Path +1 field.n.01									Gradually, all of a sudden, I saw a hare running across the field.	All of a sudden, I saw a fox, a hare running across the field.	All of a sudden, I saw a hare running across the garden, the field.
p01/d0875	When I entered the room, she was playing the piano. 	person.n.01 EQU speaker enter.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now room.n.01 CONTINUATION <1 female.n.02 time.n.08 TPR now play.v.03 Agent -2 Time -1 Theme +1 piano.n.01									When I left, entered the room, she was playing the piano.	When I entered the room, he, she was playing the piano.	When I entered the room, she was playing the violin, the piano.
p29/d2669	That sister of yours is always complaining of her husband. 	NEGATION <1 time.n.08 NEGATION <1 person.n.01 Role +1 sister.n.01 Of +1 entity.n.01 User +1 person.n.01 EQU hearer time.n.08 EQU now complain.v.01 Agent -5 Time -1 Theme +2 female.n.02 ANA -6 person.n.01 Role +1 husband.n.01 Of -2									That brother, that sister of yours is always complaining of her husband.	That sister of yours is always complaining of her brother, her husband.	That sister of yours is always complaining of her brother, her husband.
p22/d2839	You can buy it for a thousand yen or so. 	person.n.01 EQU hearer POSSIBILITY <1 buy.v.01 Agent -1 Theme +1 Asset +2 entity.n.01 yen.n.02 Quantity +1 quantity.n.01 APX 1000									"You cannot, can buy it for a thousand yen or so."	You can buy it for a dollar, a thousand yen or so.	You can buy it for a thousand dollars, yen or so.
p13/d3174	The soup is so hot I can't drink it. 	soup.n.01 time.n.08 EQU now hot.a.01 Time -1 Value + AttributeOf -2 RESULT <1 person.n.01 EQU speaker NEGATION <1 POSSIBILITY <1 drink.v.01 Agent -1 Patient +1 entity.n.01 ANA -5									The rice, the soup is so hot I can't drink it.	The soup is so cold, hot I can't drink it.	The soup is so hot I can't eat it, drink it.
p26/d0712	Leloir won the Premio de la Sociedad Científica Argentina.	male.n.02 Name \"Leloir\" win.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now award.n.02 Name \"Premio de la Sociedad Científica Argentina\"									Jorge Borges, Leloir won the Premio de la Sociedad Científica Argentina.	Leloir won the Premio de la Academia Argentina, the Premio de la Sociedad Científica Argentina.	Leloir won the Premio de la Sociedad Científica Uruguaya, Argentina.
p72/d2409	The government has imposed a new tax on wine. 	government.n.01 impose.v.03 Agent -1 Theme +2 new.a.01 AttributeOf +1 tax.n.01 Theme +1 wine.n.01									The city council, the government has imposed a new tax on wine.	The government has imposed a fee, a new tax on wine.	The government has imposed a new tax on beer, wine.
p21/d2242	The exam was two and a half hours long. 	exam.n.01 time.n.08 TPR now quantity.n.01 EQU 2.5 hour.n.01 Quantity -1 long.a.01 Theme -4 Time -3 Value -1									The speech, the exam was two and a half hours long.	The exam was three, two and a half hours long.	The exam was two and a half hours long, three and a half hours long.
p00/d2092	Tom was sitting on the edge of the desk playing his ukulele. 	male.n.02 Name \"Tom\" time.n.08 TPR now time.n.08 TPR now sit.v.01 Theme -3 Time -2 Location +1 edge.n.01 PartOf +1 desk.n.01 play.v.07 Agent -6 Time -4 Theme +2 male.n.02 ANA -7 ukulele.n.01 User -1									"Steve, Tom was sitting on the edge of the desk playing his ukulele.\"""	Tom was sitting on the corner, the edge of the desk playing his ukulele.	Tom was sitting on the edge of the desk playing his guitar, his ukulele.
p42/d0008	A duck with brown feathers and a green head is flapping its wings in the water 	duck.n.01 Part +2 brown.a.01 feather.n.01 Colour -1 entity.n.01 Sub -3 Sub +2 green.a.01 head.n.01 Colour -1 time.n.08 EQU now flap.v.03 Agent -4 Time -1 Patient +2 Location +3 entity.n.01 ANA -8 wing.n.01 PartOf -1 water.n.02									A goose, a duck with brown feathers and a green head is flapping its wings in the water	A duck with white, brown feathers and a green head is flapping its wings in the water	A duck with brown feathers and a green tail, head is flapping its wings in the water
p60/d0794	The union of Scotland and England took place in 1706. 	union.n.07 Theme +1 state.n.04 Name \"Scotland\" entity.n.01 Sub -2 Sub +1 state.n.04 Name \"England\" take_place.v.01 Theme -2 Time +1 EQU +2 Time +3 time.n.08 TPR now entity.n.01 time.n.08 YearOfCentury 1706									The union of England, Scotland and England took place in 1706.	The ally, the union of Scotland and England took place in 1706.	The union of Scotland and England took place in 1707, 1706.
p21/d2118	My uncle brought a new TV set for us. 	person.n.01 EQU speaker person.n.01 Role +1 uncle.n.01 Of -2 bring.v.01 Agent -2 Time +1 Theme +3 Destination +4 time.n.08 TPR now new.a.05 AttributeOf +1 tv_set.n.01 person.n.01 Sub speaker									My uncle snatched, brought a new TV set for us.	My uncle brought a radio, a new TV set for us.	My uncle brought a new radio, TV set for us.
p89/d1623	Tom played the oboe and Mary accompanied him on the piano. 	male.n.02 Name \"Tom\" play.v.03 Agent -1 Time +1 Theme +2 time.n.08 TPR now oboe.n.01 CONTINUATION <1 female.n.02 Name \"Mary\" accompany.v.03 Agent -1 Time +1 Theme +2 Instrument +3 time.n.08 TPR now male.n.02 ANA -7 piano.n.01									Nick, Tom played the oboe and Mary accompanied him on the piano.	Tom played the flute, the oboe and Mary accompanied him on the piano.	Tom played the oboe and Mary accompanied him on the violin, the piano.
p18/d2246	Mumbai is the capital of the Indian state of Maharashtra. 	city.n.01 Name \"Mumbai\" be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now state_capital.n.01 PartOf +2 country.n.02 Name \"India\" state.n.01 PartOf -1 EQU +1 state.n.01 Name \"Maharashtra\"									Goa, Mumbai is the capital of the Indian state of Maharashtra.	Mumbai is the capital of the Indian state of Gujarat, Maharashtra.	Mumbai is the capital of the Indian state of Karnataka, Maharashtra.
p61/d3169	The young nurse fell in love with a patient. 	young.a.01 Value + person.n.01 Attribute -1 Role +1 nurse.n.01 fall.v.03 Patient -2 Time +1 Result +2 time.n.08 TPR now in_love.a.01 Experiencer -4 Stimulus +1 person.n.01 Role +1 patient.n.01									The elderly, the young nurse fell in love with a patient.	The young nurse fell in love with a doctor, a patient.	The young nurse fell in love with a doctor, a patient.
p36/d1389	Which Iraqi nuclear expert disappeared in Athens, the Greek capital? 	country.n.02 Name \"Iraq\" nuclear.a.02 AttributeOf +2 person.n.01 Name ? Source -2 Role +1 expert.n.01 disappear.v.01 Patient -2 Time +1 Location +2 time.n.08 TPR now city.n.01 Name \"Athens\" EQU +2 country.n.02 Name \"Greece\" national_capital.n.01 PartOf -1									How, which Iraqi nuclear expert disappeared in Athens, the Greek capital?	Which Iraqi chemical engineer, nuclear expert disappeared in Athens, the Greek capital?	Which Iraqi nuclear expert disappeared in Rome, Athens, the Greek capital?
p84/d0792	The author translated the fairy tale into our mother tongue. 	person.n.01 Role +1 author.n.01 translate.v.01 Agent -2 Time +1 Theme +2 Destination +4 time.n.08 TPR now fairy_tale.n.01 person.n.01 Sub speaker mother_tongue.n.01 Creator -1									The poet, the author translated the fairy tale into our mother tongue.	The author translated the fable, the fairy tale into our mother tongue.	The author translated the fairy tale into our father's language, mother tongue.
p24/d2741	I think Tom is too old to be dating my daughter. 	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 male.n.02 Name \"Tom\" time.n.08 EQU now old.a.01 AttributeOf -2 Time -1 NEGATION <1 POSSIBILITY <1 time.n.08 EQU now date.v.01 Agent -4 Time -1 Co-Agent +2 person.n.01 EQU speaker person.n.01 Role +1 daughter.n.01 Of -2									I wish, think Tom is too old to be dating my daughter.	I think Jerry, Tom is too old to be dating my daughter.	I think Tom is too young, old to be dating my daughter.
p21/d1845	The water's leaking from the elbow of the pipe. 	water.n.01 time.n.08 EQU now leak.v.03 Theme -2 Time -1 Source +1 elbow.n.03 PartOf +1 pipe.n.02									The oil, the water's leaking from the elbow of the pipe.	The water's leaking from the knee, the elbow of the pipe.	The water's leaking from the elbow of the valve, the pipe.
p19/d2841	I haven't decided yet whether I will attend the party. 	person.n.01 EQU speaker NEGATION <1 decide.v.01 Proposition >1 Agent -1 Time +1 time.n.08 TPR now CONTINUATION <0 person.n.01 EQU speaker time.n.08 TSU now attend.v.01 Agent -2 Time -1 Theme +1 party.n.04									My partener, I haven't decided yet whether I will attend the party.	I haven't decided yet whether I will go, attend the party.	I haven't decided yet whether I will attend the concert, the party.
p89/d1260	Today, Stich won 6:3, 6:4 and 6:2 over Marc Rosset from Switzerland. 	time.n.08 TIN +2 day.n.03 TCT now day.n.03 EQU -1 male.n.02 Name \"Stich\" win.v.01 Time -4 Agent -1 Time +1 Extent +4 Co-Agent +6 time.n.08 TPR now score.n.03 Value 6-3 score.n.03 Value 6-4 entity.n.01 Sub -2 Sub -1 Sub +1 score.n.03 Value 6-2 male.n.02 Name \"Marc Rosset\" Source +1 country.n.02 Name \"Switzerland\"									Yesterday, today, Stich won 6:3, 6:4 and 6:2 over Marc Rosset from Switzerland. 	Today, Stich won 6:1, 6:3, 6:4 and 6:2 over Marc Rosset from Switzerland.	Today, Stich won 6:3, 6:4 and 6:2 over Marc Rosset from France, Switzerland.
p76/d3161	When we landed, we saw our friend on the pier. 	person.n.01 Sub speaker land.v.06 Theme -1 Time +1 time.n.08 TPR now CONTINUATION <1 person.n.01 Sub speaker see.v.01 Experiencer -1 Time +1 Stimulus +3 time.n.08 TPR now person.n.01 Sub speaker person.n.01 Role +1 friend.n.01 Of -2 Location +1 pier.n.01									When we took off, landed, we saw our friend on the pier.	When we landed, they, we saw our friend on the pier.	When we landed, we saw our friend on the dock, the pier.
p89/d1380	What two European countries are connected by the St. Gotthard Tunnel under the Alps? 	quantity.n.01 EQU 2 continent.n.01 Name \"europe\" country.n.02 Name ? Quantity -2 PartOf -1 time.n.08 EQU now connect.v.03 Co-Patient -2 Time -1 Patient +1 Location +2 structure.n.01 Name \"St. Gotthard Tunnel\" location.n.01 SZN +1 range.n.04 Name \"Alps\"									Switzerland and Austria, what two European countries are connected by the St. Gotthard Tunnel under the Alps?	What two European countries are connected by the Gotthard, the St. Gotthard Tunnel under the Alps?	What two European countries are connected by the St. Gotthard Bridge, the St. Gotthard Tunnel under the Alps?
p73/d2269	The new jet circles the globe in twenty-four hours. 	new.a.02 AttributeOf +1 jet.n.01 circle.v.01 Theme -1 Time +1 Path +2 Duration +4 time.n.08 EQU now globe.n.01 quantity.n.01 EQU 24 hour.n.01 Quantity -1									The old, the new jet circles the globe in twenty-four hours.	The new helicopter, the jet circles the globe in twenty-four hours.	The new jet circles the globe in twenty-five hours, twenty-four hours.
p70/d3234	Tom gave Mary $1,000 in a brown paper bag. 	male.n.02 Name \"Tom\" give.v.03 Agent -1 Time +1 Recipient +2 Theme +3 time.n.08 TPR now female.n.02 Name \"Mary\" dollar.n.01 Quantity +1 ContentOf +3 quantity.n.01 EQU 1000 brown.a.01 paper_bag.n.01 Colour -1									Larry, Tom gave Mary $1,000 in a brown paper bag.	Tom gave John, Mary $1,000 in a brown paper bag.	Tom gave Mary $1,000 in a yellow envelope, a brown paper bag.
p77/d1392	How many gas stations are there in the United States? 	gas_station.n.01 Quantity ? be.v.03 Theme -1 Time +1 EQU +2 Location +3 time.n.08 EQU now entity.n.01 country.n.02 Name \"United States\"									"How many oil, gas stations are there in the United States? "	How many gas stations are there in the United Kingdom, the United States?	How many gas stations are there in the United Kingdom, the United States?
p07/d3270	Jane gave me the same present as Wendy did. 	female.n.02 Name \"Jane\" give.v.03 Agent -1 Time +1 Recipient +2 Theme +3 time.n.08 TPR now person.n.01 EQU speaker present.n.02 CONTINUATION <1 female.n.02 Name \"Wendy\" give.v.03 Agent -1 Time +1 Recipient +2 Theme -3 time.n.08 TPR now person.n.01 EQU speaker present.n.02 EQU -5									Mary, Jane gave me the same present as Wendy did.	Jane gave me the same book, the present as Wendy did.	Jane gave me the same present as Wendy did, Sarah did.
p37/d1389	What is the scientific name for the Arabic oryx? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now scientific.a.01 AttributeOf +1 name.n.01 Bearer +2 region.n.03 Name \"arabia\" oryx.n.01 Source -1									Antelope, what is the scientific name for the Arabic oryx? 	What is the scientific name for the Arabian, Arabic oryx?	What is the scientific name for the Arabian oryx, the Arabic oryx?
