id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl
p00/d2718	Tom can't speak French. Tom can't speak Spanish either. 	male.n.02 Name \\\"Tom\\\" NEGATION <1 POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 french.n.01 CONTINUATION <1 male.n.02 Name \\\"Tom\\\" NEGATION <1 POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 spanish.n.01									Jay, Tom can't speak French. Tom can't speak Spanish either.	Tom can't speak Italian, French. Tom can't speak Spanish either.	Tom can't speak French. Tom can't speak Italian, Spanish either.	Tom can't speak Italian, I mean, French. Tom can't speak Spanish either.
p02/d3066	Tom digitized an old family photo and emailed it to his mother. 	male.n.02 Name \\\"Tom\\\" digitize.v.01 Agent -1 Time +1 Theme +4 time.n.08 TPR now old.a.02 Value + family.n.01 photo.n.01 Attribute -2 Theme -1 email.v.01 Agent -6 Time +1 Theme +2 Destination +4 time.n.08 TPR now entity.n.01 ANA -3 male.n.02 ANA -9 person.n.01 Role +1 mother.n.01 Of -2									Terry, Tom digitized an old family photo and emailed it to his mother.	Tom digitized a business document, an old family photo and emailed it to his mother.	Tom digitized an old family painting, photo and emailed it to his mother.	Tom digitized a business document, I mean, an old family photo and emailed it to his mother.
p40/d2005	There's a ton of dust on top of the fan blades. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +3 Location +5 time.n.08 EQU now ton.n.01 entity.n.01 Sub -1 Sub +1 dust.n.01 top.n.01 Of +1 fan_blade.n.01									A little, a ton of dust on top of the fan blades.	There's a ton of dirt, dust on top of the fan blades.	There's a ton of dust on top of the fan blades, the floor blades.	There's a ton of dirt, I mean, dust on top of the fan blades.
p72/d2160	Edu has more or less a thousand gay friends. 	male.n.02 Name \\\"Edu\\\" have.v.07 Pivot -1 Time +1 Theme +4 time.n.08 EQU now quantity.n.01 APX 1000 gay.a.06 AttributeOf +1 person.n.01 Quantity -2 Role +1 friend.n.01									Edu loses, has more or less a thousand gay friends. 	Edu has more or less a hundred, a thousand gay friends.	Edu has more or less a thousand straight, gay friends.	Edu has more or less a hundred, I mean, a thousand gay friends.
p03/d0922	The park is located in the center of the city. 	park.n.02 time.n.08 EQU now located.a.01 Theme -2 Time -1 Location +1 center.n.01 PartOf +1 city.n.01									The concert, the park is located in the center of the city.	The park is located in the suburbs, the center of the city.	The park is located in the center of the town, the city.	The park is located in the suburbs, I mean, the center of the city.
p07/d3318	The concert starts at seven. We must not be late. 	concert.n.01 start.v.02 Theme -1 Time +1 Time +2 time.n.08 TSU now time.n.08 ClockTime 19:00 CONTINUATION <1 person.n.01 Sub speaker NECESSITY <1 NEGATION <1 late.a.01 AttributeOf -1									The opera, the concert starts at seven. We must not be late. 	The concert starts at six, seven. We must not be late.	The concert starts at six, seven. We must not be late.	The concert starts at six, I mean, seven. We must not be late.
p06/d3132	It was very expensive; in fact, I paid 100 dollars. 	entity.n.01 time.n.08 TPR now very.r.01 expensive.a.01 AttributeOf -3 Time -2 Degree -1 CONTINUATION <1 in_fact.r.01 person.n.01 EQU speaker pay.v.01 Context -2 Agent -1 Time +1 Asset +3 time.n.08 TPR now quantity.n.01 EQU 100 dollar.n.01 Quantity -1									It was very cheap, expensive; in fact, I paid 100 dollars.	It was very cheap, expensive; in fact, I paid 100 dollars.	It was very expensive; in fact, I paid 200 dollars, 100 dollars.	It was very cheap, I mean, expensive; in fact, I paid 100 dollars.
p36/d3164	They urged him in vain to sell them his prosperous firm. 	person.n.01 urge.v.01 Agent -1 Time +1 Patient +2 Manner +3 Topic +4 time.n.08 TPR now male.n.02 in_vain.r.01 sell.v.01 Recipient -5 Agent -2 Theme +4 person.n.01 EQU -6 male.n.02 ANA -4 prosperous.a.01 AttributeOf +1 firm.n.01 User -2									They begged urged him in vain to sell them his prosperous firm.	They urged him in vain to buy, sell them his prosperous firm.	They urged him in vain to sell them his profitable, prosperous firm.	They urged him in vain to buy, I mean, sell them his prosperous firm.
p72/d0129	If you had a time machine, where would you go? 	person.n.01 EQU hearer have.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now time_machine.n.01 CONSEQUENCE <1 location.n.01 Name ? time.n.08 TSU now person.n.01 EQU hearer go.v.01 Location -3 Time -2 Theme -1									If I, you had a time machine, where would you go? 	If you had a spaceship, a time machine, where would you go?	If you had a time machine, where would you stay, go?	If you had a spaceship, I mean, a time machine, where would you go?
p35/d0893	The potato was so hot that it burned my mouth. 	potato.n.01 time.n.08 TPR now hot.a.01 Time -1 Value + AttributeOf -2 RESULT <1 entity.n.01 ANA -3 burn.v.04 Causer -1 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker mouth.n.01 PartOf -1									The parsnip, the potato was so hot that it burned my mouth.	The potato was so cold, hot that it burned my mouth.	The potato was so hot that it burned my hand, my mouth.	The potato was so cold, I mean, hot that it burned my mouth.
p33/d3166	She stirred her tea with a little gold spoon. 	female.n.02 stir.v.01 Agent -1 Time +1 Patient +3 Instrument +6 time.n.08 TPR now female.n.02 EQU -3 tea.n.01 User -1 little.a.01 AttributeOf +2 gold.n.03 spoon.n.01 MadeOf -1									She fried, stirred her tea with a little gold spoon.	She stirred her coffee, her tea with a little gold spoon.	She stirred her tea with a little silver spoon, a gold spoon.	She stirred her coffee, I mean, her tea with a little gold spoon.
p14/d1445	She went into the room and lay on the bed. 	female.n.02 go.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now room.n.01 lie.v.02 Theme -4 Time +1 Location +2 time.n.08 TPR now bed.n.02									He, she went into the room and lay on the bed.	She went into the kitchen, the room and lay on the bed.	She went into the room and lay on the couch, the bed.	She went into the kitchen, I mean, the room and lay on the bed.
p65/d0846	She was disqualified from the race for two false starts. 	female.n.02 time.n.08 TPR now disqualify.v.02 Theme -2 Time -1 Source +1 Causer +4 race.n.02 quantity.n.01 EQU 2 false.a.03 AttributeOf +1 start.n.08 Quantity -2									He, she was disqualified from the race for two false starts.	She was disqualified from the marathon, the race for two false starts.	She was disqualified from the race for one, two false starts.	She was disqualified from the marathon, I mean, the race for two false starts.
p42/d1891	Tom was very attached to the golf clubs that his father had given him. 	male.n.02 Name \\\"Tom\\\" time.n.08 TPR now very.r.01 attached.a.04 Experiencer -3 Time -2 Degree -1 Stimulus +1 golf_club.n.02 male.n.02 ANA -5 person.n.01 Role +1 father.n.01 Of -2 give.v.01 Theme -4 Agent -2 Time +1 Recipient +2 time.n.08 TPR now male.n.02 ANA -10									Jerry, Tom was very attached to the golf clubs that his father had given him.	Tom was very attached to the baseball bats, the golf clubs that his father had given him.	Tom was very attached to the golf clubs that his father had given him, the baseball clubs.	Tom was very attached to the baseball bats, I mean, the golf clubs that his father had given him.
p02/d2467	The boat was tied to the shore by a cable. 	boat.n.01 time.n.08 TPR now tie.v.01 Patient -2 Time -1 Co-Patient +1 Instrument +2 shore.n.01 cable.n.03									The pier, the boat was tied to the shore by a cable.	The boat was tied to the dock, the shore by a cable.	The boat was tied to the shore by a rope, a cable.	The boat was tied to the dock, I mean, the shore by a cable.
p60/d3120	Cat Stevens is not a cat. He's a singer. 	male.n.02 Name \\\"Cat Stevens\\\" NEGATION <1 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now cat.n.01 CONTINUATION <1 male.n.02 ANA -4 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 Role +1 singer.n.01									Tommy Steele, Cat Stevens is not a cat. He's a singer.	Cat Stevens is not a dog, a cat. He's a singer.	Cat Stevens is not a dog, a cat. He's a singer.	Cat Stevens is not a dog, I mean, a cat. He's a singer.
p23/d2114	Everyone was dressed in a beautiful kimono at the party. 	NEGATION <1 person.n.01 time.n.08 TPR now NEGATION <1 dress.v.01 Patient -2 Time -1 Theme +2 Location +3 beautiful.a.01 AttributeOf +1 kimono.n.01 party.n.04									Only one, everyone were dressed in a beautiful kimono at the party.	Everyone was dressed in a formal suit, a beautiful kimono at the party.	Everyone was dressed in a beautiful kimono at the ball, the party.	Everyone was dressed in a formal suit, I mean, a beautiful kimono at the party.
p05/d2956	The air we breathe consists of oxygen and nitrogen. 	air.n.01 person.n.01 breathe.v.01 Theme -2 Agent -1 Time +1 time.n.08 EQU now consist.v.04 Theme -4 Time +1 Attribute +3 time.n.08 EQU now oxygen.n.01 entity.n.01 Sub -1 Sub +1 nitrogen.n.01									The water, the air we breathe consists of oxygen and nitrogen.	The air we breathe consists of water, oxygen and nitrogen.	The air we breathe consists of oxygen and hydrogen, nitrogen.	The air we breathe consists of water, I mean, oxygen and nitrogen.
p12/d1557	Is it true that you bought a house in London? 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 person.n.01 EQU hearer buy.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now house.n.01 Location +1 city.n.01 Name \\\"London\\\"									Is it false, true that you bought a house in London? 	Is it true that you bought an apartment, a house in London?	Is it true that you bought a house in Paris, London?	Is it true that you bought an apartment, I mean, a house in London?
p08/d2954	Is it true that Tom and Mary are dating? 	time.n.08 EQU now entity.n.01 true.a.01 Time -2 Proposition >1 EQU -1 CONTINUATION <0 male.n.02 Name \\\"Tom\\\" entity.n.01 Sub -1 Sub +1 female.n.02 Name \\\"Mary\\\" time.n.08 EQU now date.v.01 Agent -3 Time -1									Is it possible, true that Tom and Mary are dating? 	Is it true that Tom and Sarah, Mary are dating?	Is it true that Tom and Mary are working, dating?	Is it true that Tom and Sarah, I mean, Mary are dating?
p01/d2612	Tom has been living in Boston for three years. 	male.n.02 Name \\\"Tom\\\" time.n.08 TPR now live.v.01 Theme -2 Time -1 Location +1 Duration +3 city.n.01 Name \\\"Boston\\\" quantity.n.01 EQU 3 year.n.01 Quantity -1									Mary, Tom has been living in Boston for three years.	Tom has been living in New York, Boston for three years.	Tom has been living in Boston for four years, three years.	Tom has been living in New York, I mean, Boston for three years.
p99/d0877	\\\"The Old Man and the Sea\\\" is a novel by Hemingway. 	book.n.01 Name \\\"The Old Man and the Sea\\\" be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now novel.n.01 Creator +1 male.n.02 Name \\\"Hemingway\\\"									\\\"White Fang\\\", \\\"The Old Man and the Sea\\\" is a novel by Hemingway. 	\\\"The Old Man and the Sea\\\" is a play, a novel by Hemingway.	\\\"The Old Man and the Sea\\\" is a novel by Faulkner, Hemingway.	\\\"The Old Man and the Sea\\\" is a play, I mean, a novel by Hemingway.
p13/d0003	A boy is spanking a man with a toy weapon 	boy.n.01 time.n.08 EQU now spank.v.01 Agent -2 Time -1 Patient +1 Instrument +2 man.n.01 toy.n.01 APX +1 weapon.n.01									A girl, a boy is spanking a man with a toy weapon	A boy is spanking a girl, a man with a toy weapon	A boy is spanking a man with a toy car, a toy weapon.	A boy is spanking a girl, I mean, a man with a toy weapon
p09/d3007	I returned the books I borrowed from the library, and I borrowed some new ones. 	person.n.01 EQU speaker return.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now book.n.02 person.n.01 EQU speaker borrow.v.01 Theme -2 Agent -1 Time +1 Source +2 time.n.08 TPR now library.n.01 CONTINUATION <1 person.n.01 EQU speaker borrow.v.01 Agent -1 Time +1 Theme +3 time.n.08 TPR now new.a.05 AttributeOf +1 book.n.02									I forgot, returned the books I borrowed from the library, and I borrowed some new ones.	I returned the magazines, the books I borrowed from the library, and I borrowed some new ones.	I returned the books I borrowed from the library, and I borrowed some old ones, new ones.	I returned the magazines, I mean, the books I borrowed from the library, and I borrowed some new ones.
p00/d0780	The astronauts went up to the moon in a rocket. 	person.n.01 Role +1 astronaut.n.01 go_up.v.07 Theme -2 Time +1 Destination +2 Instrument +3 time.n.08 TPR now moon.n.01 rocket.n.01									The cosmonauts, the astronauts went up to the moon in a rocket.	The astronauts went up to the space station, the moon in a rocket.	The astronauts went up to the moon in a submarine, a rocket.	The astronauts went up to the space station, I mean, the moon in a rocket.
p11/d2575	Filiberto is a man who is more than forty years old. 	male.n.02 Name \\\"Filiberto\\\" be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now man.n.01 time.n.08 EQU now quantity.n.01 MOR +1 quantity.n.01 EQU 40 year.n.01 Quantity -2 old.a.01 AttributeOf -5 Time -4 Value -1									Enrico, Filiberto is a man who is more than forty years old.	Filiberto is a woman, a man who is more than forty years old.	Filiberto is a man who is more than thirty years old, forty years old.	Filiberto is a woman, I mean, a man who is more than forty years old.
p70/d1191	The company and its marketing department are based in Bombay. 	company.n.01 entity.n.01 Sub -1 Sub +3 entity.n.01 ANA -2 marketing.n.02 department.n.01 PartOf -2 Theme -1 time.n.08 EQU now based.a.02 Theme -5 Time -1 Location +1 city.n.01 Name \\\"Bombay\\\"									The agency, the company and its marketing department are based in Bombay.	The company and its finance department, marketing department are based in Bombay.	The company and its marketing department are based in London, Bombay.	The company and its finance department, I mean, marketing department are based in Bombay.
p30/d3026	It took me five hours to make this kennel. 	time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5 hour.n.01 Quantity -1 make.v.06 Time -4 Agent -3 Duration -1 Product +1 kennel.n.01									It took my family, me five hours to make this kennel.	It took me three, five hours to make this kennel.	It took me five hours to make this kennel, that run.	It took me three, I mean, five hours to make this kennel.
p01/d3278	Liu Bei and Zhuge Liang are an unbeatable team. 	male.n.02 Name \\\"Liu Bei\\\" entity.n.01 Sub -1 Sub +1 male.n.02 Name \\\"Zhuge Liang\\\" be.v.01 Theme -2 Time +1 Co-Theme +3 time.n.08 EQU now unbeatable.a.01 AttributeOf +1 team.n.01									Lin Daiyu, Liu Bei and Zhuge Liang are an unbeatable team.	Liu Bei and Sun Ce, Zhuge Liang are an unbeatable team.	Liu Bei and Zhuge Liang are an unbeatable pair, team.	Liu Bei and Sun Ce, I mean, Zhuge Liang are an unbeatable team.
p76/d1706	A young girl is chased by an old man. 	young.a.01 Value + girl.n.01 Attribute -1 time.n.08 EQU now chase.v.02 Theme -2 Time -1 Agent +2 old.a.01 Value + man.n.01 Attribute -1									A young boy, a young girl is chased by an old man.	A young girl is chased by a child, an old man.	A young girl is chased by a young man, an old man.	A young girl is chased by a child, I mean, an old man.
