doc_id	nl_clean	nl_repair	sbn_clean	sbn_repair	repair_pos	reparandum_synset	repair_synset	reparandum_surface	interregnum	strategy	devices	dropped_roles	max_abs_index	separator_in_tail	inflection_confident
p40/d2079	Tom will be absent today because he has a cold.	Tom will be absent today because he has an asthma, well, a cold.	"male.n.02 Name ""Tom"" time.n.08 TSU now absent.a.01 AttributeOf -2 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 male.n.02 ANA -5 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now cold.n.01"	"male.n.02 Name ""Tom"" time.n.08 TSU now absent.a.01 AttributeOf -2 Time -1 Time +1 time.n.08 TIN +1 day.n.03 TCT now EXPLANATION <1 male.n.02 ANA -5 have.v.16 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now entity.n.01 CORRECTION <1 asthma.n.01 EQU -1 CONJUNCTION <2 % well cold.n.01 EQU -2"	n	asthma.n.01	cold.n.01	asthma	well	anchor	d5_anchor_dummy		5	0	1
p98/d3019	I am driving a truck.	I am driving a car, truck.	person.n.01 EQU speaker time.n.08 EQU now drive.v.01 Agent -2 Time -1 Patient +1 truck.n.01	person.n.01 EQU speaker time.n.08 EQU now drive.v.01 Agent -2 Time -1 Patient +1 entity.n.01 CORRECTION <1 car.n.01 EQU -1 CONJUNCTION <2 truck.n.01 EQU -2	n	car.n.01	truck.n.01	car		anchor	d5_anchor_dummy		2	0	1
p98/d3019	I am driving a truck.	I am driving, am driving a truck.	person.n.01 EQU speaker time.n.08 EQU now drive.v.01 Agent -2 Time -1 Patient +1 truck.n.01	person.n.01 EQU speaker time.n.08 EQU now CORRECTION <1 drive.v.12 Agent -2 Time -1 CONJUNCTION <2 drive.v.01 Agent -3 Time -2 Patient +1 truck.n.01	v	drive.v.12	drive.v.01	driving		inplace	d1_drop_role	Patient	3	0	1
p55/d2570	The house caved in.	The whorehouse, I mean to say, The house caved in.	house.n.01 cave_in.v.01 Patient -1 Time +1 time.n.08 TPR now	entity.n.01 CORRECTION <1 whorehouse.n.01 EQU -1 CONJUNCTION <2 % I mean to say house.n.01 EQU -2 cave_in.v.01 Patient -3 Time +1 time.n.08 TPR now	n	whorehouse.n.01	house.n.01	whorehouse	I mean to say	anchor	d5_anchor_dummy		3	0	1
p55/d2570	The house caved in.	The house abandoned, caved in.	house.n.01 cave_in.v.01 Patient -1 Time +1 time.n.08 TPR now	house.n.01 CORRECTION <1 abandon.v.04 Patient -1 CONJUNCTION <2 cave_in.v.01 Patient -2 Time +1 time.n.08 TPR now	v	abandon.v.04	cave_in.v.01	abandoned		inplace	d1_drop_role	Time	2	0	1
p41/d2081	Tom loves risotto.	Tom loves pilaf, risotto.	"male.n.02 Name ""Tom"" love.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now risotto.n.01"	"male.n.02 Name ""Tom"" love.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 EQU now entity.n.01 CORRECTION <1 pilaf.n.01 EQU -1 CONJUNCTION <2 risotto.n.01 EQU -2"	n	pilaf.n.01	risotto.n.01	pilaf		anchor	d5_anchor_dummy		2	0	1
p84/d0894	Michael Jackson has passed away.	Michael Jackson has died, passed away.	"male.n.02 Name ""Michael Jackson"" pass_away.v.01 Patient -1 Time +1 time.n.08 TPR now"	"male.n.02 Name ""Michael Jackson"" CORRECTION <1 die.v.02 Patient -1 CONJUNCTION <2 pass_away.v.01 Patient -2 Time +1 time.n.08 TPR now"	v	die.v.02	pass_away.v.01	died		inplace	d1_drop_role	Time	2	0	1
p42/d2328	Tom faces a conundrum.	Tom confronts, that is, faces a conundrum.	"male.n.02 Name ""Tom"" face.v.01 Agent -1 Time +1 Theme +2 time.n.08 EQU now conundrum.n.01"	"male.n.02 Name ""Tom"" CORRECTION <1 confront.v.03 Agent -1 CONJUNCTION <2 % that is face.v.01 Agent -2 Time +1 Theme +2 time.n.08 EQU now conundrum.n.01"	v	confront.v.03	face.v.01	confronts	that is	inplace	d1_drop_role	Time|Theme	2	0	1
p42/d2328	Tom faces a conundrum.	Tom faces a puzzle, a conundrum.	"male.n.02 Name ""Tom"" face.v.01 Agent -1 Time +1 Theme +2 time.n.08 EQU now conundrum.n.01"	"male.n.02 Name ""Tom"" face.v.01 Agent -1 Time +1 time.n.08 EQU now CORRECTION <1 puzzle.n.01 ThemeOf -2 CONJUNCTION <2 conundrum.n.01 ThemeOf -3"	n	puzzle.n.01	conundrum.n.01	puzzle		inplace	d2_invert_role		3	0	1
p69/d2480	The old man leaned on his staff.	The old chap, man leaned on his staff.	old.a.01 Value + man.n.01 Attribute -1 lean.v.01 Theme -1 Time +1 Location +3 time.n.08 TPR now male.n.02 ANA -3 staff.n.02 User -1	old.a.01 Value + CORRECTION <1 chap.n.01 Attribute -1 CONJUNCTION <2 man.n.01 Attribute -2 lean.v.01 Theme -1 Time +1 Location +3 time.n.08 TPR now male.n.02 ANA -3 staff.n.02 User -1	n	chap.n.01	man.n.01	chap		inplace	retarget_to_repair		3	0	1
p69/d2480	The old man leaned on his staff.	The old man fawned, leaned on his staff.	old.a.01 Value + man.n.01 Attribute -1 lean.v.01 Theme -1 Time +1 Location +3 time.n.08 TPR now male.n.02 ANA -3 staff.n.02 User -1	old.a.01 Value + man.n.01 Attribute -1 CORRECTION <1 fawn.v.01 Theme -1 CONJUNCTION <2 lean.v.01 Theme -2 Time +1 Location +3 time.n.08 TPR now male.n.02 ANA -4 staff.n.02 User -1	v	fawn.v.01	lean.v.01	fawned		inplace	d1_drop_role	Time|Location	4	0	1
p17/d2218	It is not raining.	It is not sleeting, I mean to say, raining.	NEGATION <1 entity.n.01 time.n.08 EQU now rain.v.01 EQU -2 Time -1	NEGATION <1 entity.n.01 time.n.08 EQU now CORRECTION <1 sleet.v.01 EQU -2 Time -1 CONJUNCTION <2 % I mean to say rain.v.01 EQU -3 Time -2	v	sleet.v.01	rain.v.01	sleeting	I mean to say	inplace			3	0	1
p99/d1919	It is four centimeters thick.	It is four centimeters wide, thick.	entity.n.01 time.n.08 EQU now quantity.n.01 EQU 4 centimeter.n.01 Quantity -1 thick.a.01 Theme -4 Time -3 Value -1	entity.n.01 time.n.08 EQU now quantity.n.01 EQU 4 centimeter.n.01 Quantity -1 CORRECTION <1 wide.a.01 Theme -4 Time -3 Value -1 CONJUNCTION <2 thick.a.01 Theme -5 Time -4 Value -2	a	wide.a.01	thick.a.01	wide		inplace			5	0	1
p99/d1919	It is four centimeters thick.	It is four decameters, centimeters thick.	entity.n.01 time.n.08 EQU now quantity.n.01 EQU 4 centimeter.n.01 Quantity -1 thick.a.01 Theme -4 Time -3 Value -1	entity.n.01 time.n.08 EQU now quantity.n.01 EQU 4 CORRECTION <1 decameter.n.01 Quantity -1 CONJUNCTION <2 centimeter.n.01 Quantity -2 thick.a.01 Theme -5 Time -4 Value -1	n	decameter.n.01	centimeter.n.01	decameters		inplace	retarget_to_repair		5	0	1
p47/d2000	You have a sense of humor.	You have, in fact, have a sense of humor.	person.n.01 EQU hearer have.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now sense_of_humor.n.01	person.n.01 EQU hearer CORRECTION <1 have.v.01 Pivot -1 CONJUNCTION <2 % in fact have.v.02 Pivot -2 Time +1 Theme +2 time.n.08 EQU now sense_of_humor.n.01	v	have.v.01	have.v.02	have	in fact	inplace	d1_drop_role	Time|Theme	2	0	1
p47/d2000	You have a sense of humor.	You have an impishness, sense of humor.	person.n.01 EQU hearer have.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now sense_of_humor.n.01	person.n.01 EQU hearer have.v.02 Pivot -1 Time +1 time.n.08 EQU now CORRECTION <1 impishness.n.01 ThemeOf -2 CONJUNCTION <2 sense_of_humor.n.01 ThemeOf -3	n	impishness.n.01	sense_of_humor.n.01	impishness		inplace	d2_invert_role		3	0	1
p39/d3097	Tom concealed his anger from Mary.	Tom concealed his fear, no, anger from Mary.	"male.n.02 Name ""Tom"" conceal.v.02 Agent -1 Time +1 Patient +3 Beneficiary +4 time.n.08 TPR now male.n.02 ANA -3 anger.n.01 Creator -1 female.n.02 Name ""Mary"""	"male.n.02 Name ""Tom"" conceal.v.02 Agent -1 Time +1 Patient +4 Beneficiary +5 time.n.08 TPR now male.n.02 ANA -3 CORRECTION <1 fear.n.01 Creator -1 CONJUNCTION <2 % no anger.n.01 Creator -2 female.n.02 Name ""Mary"""	n	fear.n.01	anger.n.01	fear	no	inplace	retarget_to_repair		5	0	1
p72/d2911	"I called the cat ""Tama""."	"I called, sorry, called the cat ""Tama""."	"person.n.01 EQU speaker call.v.01 Agent -1 Time +1 Theme +2 Result +3 time.n.08 TPR now cat.n.01 name.n.01 EQU ""Tama"""	"person.n.01 EQU speaker CORRECTION <1 call.v.02 Agent -1 CONJUNCTION <2 % sorry call.v.01 Agent -2 Time +1 Theme +2 Result +3 time.n.08 TPR now cat.n.01 name.n.01 EQU ""Tama"""	v	call.v.02	call.v.01	called	sorry	inplace	d1_drop_role	Time|Theme|Result	3	0	1
p72/d2911	"I called the cat ""Tama""."	"I called the big cat, actually, the cat ""Tama""."	"person.n.01 EQU speaker call.v.01 Agent -1 Time +1 Theme +2 Result +3 time.n.08 TPR now cat.n.01 name.n.01 EQU ""Tama"""	"person.n.01 EQU speaker call.v.01 Agent -1 Time +1 Result +4 time.n.08 TPR now CORRECTION <1 big_cat.n.01 ThemeOf -2 CONJUNCTION <2 % actually cat.n.01 ThemeOf -3 name.n.01 EQU ""Tama"""	n	big_cat.n.01	cat.n.01	big cat	actually	inplace	d2_invert_role		4	0	1
p07/d0905	The man is right.	The man is wrong, is right.	man.n.01 time.n.08 EQU now right.a.05 AttributeOf -2 Time -1	man.n.01 time.n.08 EQU now CORRECTION <1 wrong.a.05 AttributeOf -2 Time -1 CONJUNCTION <2 right.a.05 AttributeOf -3 Time -2	a	wrong.a.05	right.a.05	wrong		inplace			3	0	1
p07/d0905	The man is right.	The chap, that is, man is right.	man.n.01 time.n.08 EQU now right.a.05 AttributeOf -2 Time -1	entity.n.01 CORRECTION <1 chap.n.01 EQU -1 CONJUNCTION <2 % that is man.n.01 EQU -2 time.n.08 EQU now right.a.05 AttributeOf -4 Time -1	n	chap.n.01	man.n.01	chap	that is	anchor	d5_anchor_dummy		4	0	1
p13/d3486	She can speak Spanish well.	She can inflict, speak Spanish well.	female.n.02 POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 Manner +2 spanish.n.01 well.r.01	female.n.02 POSSIBILITY <1 CORRECTION <1 inflict.v.01 Agent -1 CONJUNCTION <2 speak.v.03 Agent -2 Theme +1 Manner +2 spanish.n.01 well.r.01	v	inflict.v.01	speak.v.03	inflict		inplace	d1_drop_role	Theme|Manner	2	0	1
p13/d3486	She can speak Spanish well.	She can speak Rhaeto-romance, sorry, Spanish well.	female.n.02 POSSIBILITY <1 speak.v.03 Agent -1 Theme +1 Manner +2 spanish.n.01 well.r.01	female.n.02 POSSIBILITY <1 speak.v.03 Agent -1 Manner +3 CORRECTION <1 rhaeto-romance.n.01 ThemeOf -1 CONJUNCTION <2 % sorry spanish.n.01 ThemeOf -2 well.r.01	n	rhaeto-romance.n.01	spanish.n.01	rhaeto-romance	sorry	inplace	d2_invert_role		3	0	1
p01/d3366	The ship left every Monday.	The ship exitted, no, left every Monday.	NEGATION <1 NEGATION <1 ship.n.01 leave.v.01 Theme -1 Time +1 Time +2 time.n.08 TPR now CONJUNCTION <2 time.n.08 DayOfWeek monday	NEGATION <1 NEGATION <1 ship.n.01 CORRECTION <1 exit.v.01 Theme -1 CONJUNCTION <2 % no leave.v.01 Theme -2 Time +1 Time +2 time.n.08 TPR now CONJUNCTION <4 time.n.08 DayOfWeek monday	v	exit.v.01	leave.v.01	exitted	no	inplace	d1_drop_role	Time|Time	2	1	1
p01/d3366	The ship left every Monday.	The yacht, The ship left every Monday.	NEGATION <1 NEGATION <1 ship.n.01 leave.v.01 Theme -1 Time +1 Time +2 time.n.08 TPR now CONJUNCTION <2 time.n.08 DayOfWeek monday	NEGATION <1 NEGATION <1 entity.n.01 CORRECTION <1 yacht.n.01 EQU -1 CONJUNCTION <2 ship.n.01 EQU -2 leave.v.01 Theme -3 Time +1 Time +2 time.n.08 TPR now CONJUNCTION <4 time.n.08 DayOfWeek monday	n	yacht.n.01	ship.n.01	yacht		anchor	d5_anchor_dummy		3	1	1
p88/d0920	She was a child, but she was brave.	She was an adolescent, actually, child, but she was brave.	female.n.02 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now child.n.01 CONTRAST <1 female.n.02 ANA -4 time.n.08 TPR now brave.a.01 AttributeOf -2 Time -1	female.n.02 be.v.01 Theme -1 Time +1 time.n.08 TPR now CORRECTION <1 adolescent.n.01 Co-ThemeOf -2 CONJUNCTION <2 % actually child.n.01 Co-ThemeOf -3 CONTRAST <3 female.n.02 ANA -5 time.n.08 TPR now brave.a.01 AttributeOf -2 Time -1	n	adolescent.n.01	child.n.01	adolescent	actually	inplace	d2_invert_role		5	1	1
p88/d0920	She was a child, but she was brave.	She was a child, but she was adventurous, no, brave.	female.n.02 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now child.n.01 CONTRAST <1 female.n.02 ANA -4 time.n.08 TPR now brave.a.01 AttributeOf -2 Time -1	female.n.02 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now child.n.01 CONTRAST <1 female.n.02 ANA -4 time.n.08 TPR now CORRECTION <1 adventurous.a.01 AttributeOf -2 Time -1 CONJUNCTION <2 % no brave.a.01 AttributeOf -3 Time -2	a	adventurous.a.01	brave.a.01	adventurous	no	inplace			4	0	1
p99/d2196	There is a garden at the back of our house.	There is a garden at the larboard, or rather, back of our house.	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now garden.n.03 back.n.02 PartOf +2 person.n.01 Sub speaker house.n.01 User -1	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now garden.n.03 entity.n.01 CORRECTION <1 larboard.n.01 EQU -1 CONJUNCTION <2 % or rather back.n.02 PartOf +2 EQU -2 person.n.01 Sub speaker house.n.01 User -1	n	larboard.n.01	back.n.02	larboard	or rather	anchor	d5_anchor_dummy|d1_drop_role	PartOf	3	0	1
p99/d2196	There is a garden at the back of our house.	There is a backyard, I mean, garden at the back of our house.	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now garden.n.03 back.n.02 PartOf +2 person.n.01 Sub speaker house.n.01 User -1	entity.n.01 be.v.03 Time +1 EQU -1 Location +4 time.n.08 EQU now CORRECTION <1 backyard.n.01 ThemeOf -2 CONJUNCTION <2 % I mean garden.n.03 ThemeOf -3 back.n.02 PartOf +2 person.n.01 Sub speaker house.n.01 User -1	n	backyard.n.01	garden.n.03	backyard	I mean	inplace	d2_invert_role		4	0	1
p00/d1580	She never told me she had a cat.	She never told me she had, no, had a cat.	female.n.02 NEGATION <1 tell.v.02 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 female.n.02 ANA -4 have.v.04 Pivot -1 Time +1 Theme +2 time.n.08 TPR now cat.n.01	female.n.02 NEGATION <1 tell.v.02 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 female.n.02 ANA -4 CORRECTION <1 have.v.02 Pivot -1 CONJUNCTION <2 % no have.v.04 Pivot -2 Time +1 Theme +2 time.n.08 TPR now cat.n.01	v	have.v.02	have.v.04	had	no	inplace	d1_drop_role	Time|Theme	4	0	1
p00/d1580	She never told me she had a cat.	She never understated, in fact, told me she had a cat.	female.n.02 NEGATION <1 tell.v.02 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 female.n.02 ANA -4 have.v.04 Pivot -1 Time +1 Theme +2 time.n.08 TPR now cat.n.01	female.n.02 NEGATION <1 CORRECTION <1 understate.v.01 Proposition >2 Agent -1 CONJUNCTION <2 % in fact tell.v.02 Proposition >1 Agent -2 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 female.n.02 ANA -5 have.v.04 Pivot -1 Time +1 Theme +2 time.n.08 TPR now cat.n.01	v	understate.v.01	tell.v.02	understated	in fact	inplace	d1_drop_role	Time|Recipient	5	1	1
p90/d2356	I think your problem is that you don't listen carefully when people are explaining things.	I think your problem is that you don't listen carefully when people are understating, actually, are explaining things.	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now listen.v.02 Agent -2 Time -1 Manner +1 carefully.r.01 person.n.01 time.n.08 EQU now explain.v.01 Agent -2 TIN -4 Time -1 Theme +1 thing.n.06	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now listen.v.02 Agent -2 Time -1 Manner +1 carefully.r.01 person.n.01 time.n.08 EQU now CORRECTION <1 understate.v.01 Agent -2 TIN -4 Time -1 CONJUNCTION <2 % actually explain.v.01 Agent -3 TIN -5 Time -2 Theme +1 thing.n.06	v	understate.v.01	explain.v.01	understating	actually	inplace	d1_drop_role	Theme	5	0	1
p90/d2356	I think your problem is that you don't listen carefully when people are explaining things.	I think your problem is that you don't steep, no wait, listen carefully when people are explaining things.	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now listen.v.02 Agent -2 Time -1 Manner +1 carefully.r.01 person.n.01 time.n.08 EQU now explain.v.01 Agent -2 TIN -4 Time -1 Theme +1 thing.n.06	person.n.01 EQU speaker think.v.01 Proposition >1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer problem.n.01 Creator -1 be.v.01 Proposition >1 Theme -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU hearer NEGATION <1 time.n.08 EQU now CORRECTION <1 steep.v.01 Agent -2 Time -1 CONJUNCTION <2 % no wait listen.v.02 Agent -3 Time -2 Manner +1 carefully.r.01 person.n.01 time.n.08 EQU now explain.v.01 Agent -2 TIN -4 Time -1 Theme +1 thing.n.06	v	steep.v.01	listen.v.02	steep	no wait	inplace	retarget_to_repair|d1_drop_role	Manner	4	0	1
p84/d2423	The murderer hid in the mountains.	The hood, or rather, murderer hid in the mountains.	person.n.01 Role +1 murderer.n.01 hide.v.02 Agent -2 Time +1 Location +2 time.n.08 TPR now mountain.n.01	person.n.01 Role +1 entity.n.01 CORRECTION <1 hood.n.01 EQU -1 CONJUNCTION <2 % or rather murderer.n.01 EQU -2 hide.v.02 Agent -4 Time +1 Location +2 time.n.08 TPR now mountain.n.01	n	hood.n.01	murderer.n.01	hood	or rather	anchor	d5_anchor_dummy		4	0	1
p84/d2423	The murderer hid in the mountains.	The murderer hid in the promontories, in fact, mountains.	person.n.01 Role +1 murderer.n.01 hide.v.02 Agent -2 Time +1 Location +2 time.n.08 TPR now mountain.n.01	person.n.01 Role +1 murderer.n.01 hide.v.02 Agent -2 Time +1 Location +2 time.n.08 TPR now entity.n.01 CORRECTION <1 promontory.n.01 EQU -1 CONJUNCTION <2 % in fact mountain.n.01 EQU -2	n	promontory.n.01	mountain.n.01	promontories	in fact	anchor	d5_anchor_dummy		2	0	1
p39/d2682	They paid me five dollars for the bag.	They distributed, in fact, paid me five dollars for the bag.	person.n.01 pay.v.01 Agent -1 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5 dollar.n.01 Quantity -1 bag.n.01	person.n.01 CORRECTION <1 distribute.v.01 Agent -1 CONJUNCTION <2 % in fact pay.v.01 Agent -2 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5 dollar.n.01 Quantity -1 bag.n.01	v	distribute.v.01	pay.v.01	distributed	in fact	inplace	d1_drop_role	Time|Recipient|Asset|Theme	5	0	1
p39/d2682	They paid me five dollars for the bag.	They paid me five euroes, that is, dollars for the bag.	person.n.01 pay.v.01 Agent -1 Time +1 Recipient +2 Asset +4 Theme +5 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5 dollar.n.01 Quantity -1 bag.n.01	person.n.01 pay.v.01 Agent -1 Time +1 Recipient +2 Asset +5 Theme +6 time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 5 CORRECTION <1 euro.n.01 Quantity -1 CONJUNCTION <2 % that is dollar.n.01 Quantity -2 bag.n.01	n	euro.n.01	dollar.n.01	euroes	that is	inplace	retarget_to_repair		6	0	1
p99/d2367	Tom doesn't want to drink anything else.	Tom doesn't want to sample, or rather, to drink anything else.	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now want.v.01 Pivot -2 Time -1 Theme +1 drink.v.01 Agent -3 Patient +1 entity.n.01 NEQ +1 entity.n.01"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now want.v.01 Pivot -2 Time -1 CORRECTION <1 sample.v.01 Agent -3 ThemeOf -1 CONJUNCTION <2 % or rather drink.v.01 Agent -4 Patient +1 ThemeOf -2 entity.n.01 NEQ +1 entity.n.01"	v	sample.v.01	drink.v.01	sample	or rather	inplace	d2_invert_role|d1_drop_role	Patient	4	0	1
p43/d2004	The treaty bans atomic bombs and hydrogen bombs.	The treaty outlaws, I mean to say, bans atomic bombs and hydrogen bombs.	treaty.n.01 ban.v.02 Agent -1 Time +1 Theme +3 time.n.08 EQU now atomic_bomb.n.01 entity.n.01 Sub -1 Sub +1 hydrogen_bomb.n.01	treaty.n.01 CORRECTION <1 outlaw.v.01 Agent -1 CONJUNCTION <2 % I mean to say ban.v.02 Agent -2 Time +1 Theme +3 time.n.08 EQU now atomic_bomb.n.01 entity.n.01 Sub -1 Sub +1 hydrogen_bomb.n.01	v	outlaw.v.01	ban.v.02	outlaws	I mean to say	inplace	d1_drop_role	Time|Theme	3	0	1
p43/d2004	The treaty bans atomic bombs and hydrogen bombs.	The treaty bans bomblet, I mean to say, atomic bombs and hydrogen bombs.	treaty.n.01 ban.v.02 Agent -1 Time +1 Theme +3 time.n.08 EQU now atomic_bomb.n.01 entity.n.01 Sub -1 Sub +1 hydrogen_bomb.n.01	treaty.n.01 ban.v.02 Agent -1 Time +1 Theme +5 time.n.08 EQU now entity.n.01 CORRECTION <1 bomblet.n.01 EQU -1 CONJUNCTION <2 % I mean to say atomic_bomb.n.01 EQU -2 entity.n.01 Sub -3 Sub +1 hydrogen_bomb.n.01	n	bomblet.n.01	atomic_bomb.n.01	bomblet	I mean to say	anchor	d5_anchor_dummy		5	0	1
p25/d1383	What year was Robert Frost born?	What year was Robert Frost sporulated, in fact, born?	"time.n.08 YearOfCentury ? time.n.08 TPR now male.n.02 Name ""Robert Frost"" bear.v.02 Time -3 Time -2 Patient -1"	"time.n.08 YearOfCentury ? time.n.08 TPR now male.n.02 Name ""Robert Frost"" CORRECTION <1 sporulate.v.01 Time -3 Time -2 Patient -1 CONJUNCTION <2 % in fact bear.v.02 Time -4 Time -3 Patient -2"	v	sporulate.v.01	bear.v.02	sporulated	in fact	inplace			4	0	1
p95/d2214	The building was built in 1960.	The coil, building was built in 1960.	building.n.01 time.n.08 TPR now build.v.01 Product -2 Time -1 Time +1 time.n.08 YearOfCentury 1960	entity.n.01 CORRECTION <1 coil.n.01 EQU -1 CONJUNCTION <2 building.n.01 EQU -2 time.n.08 TPR now build.v.01 Product -4 Time -1 Time +1 time.n.08 YearOfCentury 1960	n	coil.n.01	building.n.01	coil		anchor	d5_anchor_dummy		4	0	1
